document_id,split,domain,source,source_id,doi,url,title,published,final_label,redistribution_status,timestamp_validity,confirmatory_status
EXT034,test,AI adoption,arXiv,2307.06081,10.48550/arXiv.2307.06081,https://arxiv.org/abs/2307.06081,Navigating the Complexity of Generative AI Adoption in Software Engineering,2023-07-12,Conceptual,identifier_title_label_only,not_published_here,included
EXT035,test,AI adoption,arXiv,2503.09212,10.48550/arXiv.2503.09212,https://arxiv.org/abs/2503.09212,How Generative AI Adoption Alters the Demand for Cognitive and Social Skills Within Roles: A Skill-Centric Analysis,2025-03-12,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT036,test,AI adoption,arXiv,2603.08848,10.48550/arXiv.2603.08848,https://arxiv.org/abs/2603.08848,The Data-Dollars Tradeoff: Privacy Harms vs. Economic Risk in Personalized AI Adoption,2026-03-09,Experimental,identifier_title_label_only,not_published_here,included
EXT037,calibration,AI adoption,arXiv,2508.16811,10.48550/arXiv.2508.16811,https://arxiv.org/abs/2508.16811,"Exploring the Impact of Generative Artificial Intelligence on Software Development in the IT Sector: Preliminary Findings on Productivity, Efficiency and Job Security",2025-08-22,Experimental,identifier_title_label_only,not_published_here,included
EXT038,test,AI adoption,arXiv,2011.04730,10.48550/arXiv.2011.04730,https://arxiv.org/abs/2011.04730,Batchwise Probabilistic Incremental Data Cleaning,2020-11-09,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT039,calibration,AI adoption,arXiv,2606.17887,10.48550/arXiv.2606.17887,https://arxiv.org/abs/2606.17887,AI Adoption Across a Multinational Workforce: Sociotechnical Conditions for GenAI Acceptance in Human Resources,2026-06-16,Experimental,identifier_title_label_only,not_published_here,included
EXT040,test,AI adoption,arXiv,2510.22933,10.48550/arXiv.2510.22933,https://arxiv.org/abs/2510.22933,How Can AI Augment Access to Justice? Public Defenders' Perspectives on AI Adoption,2025-10-27,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT041,calibration,AI adoption,arXiv,2601.03090,10.48550/arXiv.2601.03090,https://arxiv.org/abs/2601.03090,LesionTABE: Equitable AI for Skin Lesion Detection,2026-01-06,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT042,test,AI adoption,arXiv,2511.21658,10.48550/arXiv.2511.21658,https://arxiv.org/abs/2511.21658,The Need for Benchmarks to Advance AI-Enabled Player Risk Detection in Gambling,2025-11-26,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT043,test,AI adoption,arXiv,2608.15550,10.48550/arXiv.2608.15550,https://arxiv.org/abs/2608.15550,Adoption of Generative AI in the Workplace: Increasing and Shifting the Balance of Productivity and Communication Activity,2026-08-16,Experimental,identifier_title_label_only,not_published_here,included
EXT044,test,AI adoption,arXiv,2211.06579,10.48550/arXiv.2211.06579,https://arxiv.org/abs/2211.06579,"Explainable Artificial Intelligence: Precepts, Methods, and Opportunities for Research in Construction",2022-11-12,Conceptual,identifier_title_label_only,not_published_here,included
EXT045,test,AI adoption,arXiv,2502.06000,10.48550/arXiv.2502.06000,https://arxiv.org/abs/2502.06000,The AI Security Zugzwang,2025-02-09,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT046,test,AI adoption,arXiv,2601.02200,10.48550/arXiv.2601.02200,https://arxiv.org/abs/2601.02200,"Code for Machines, Not Just Humans: Quantifying AI-Friendliness with Code Health Metrics",2026-01-05,Experimental,identifier_title_label_only,not_published_here,included
EXT047,test,AI adoption,arXiv,2412.19754,10.48550/arXiv.2412.19754,https://arxiv.org/abs/2412.19754,Complement or substitute? How AI increases the demand for human skills,2024-12-27,Experimental,identifier_title_label_only,not_published_here,included
EXT048,calibration,AI adoption,arXiv,2511.10862,10.48550/arXiv.2511.10862,https://arxiv.org/abs/2511.10862,"Generative Artificial Intelligence Adoption Among Bangladeshi Journalists: Exploring Journalists' Awareness, Acceptance, Usage, and Organizational Stance on Generative AI",2025-11-14,Case Study,identifier_title_label_only,not_published_here,included
EXT049,test,AI adoption,arXiv,2607.13196,10.48550/arXiv.2607.13196,https://arxiv.org/abs/2607.13196,From Human-Centric to Agentic Code Review: The Impact of Different Generations of Generative AI Technology on Review Quality,2026-07-14,Experimental,identifier_title_label_only,not_published_here,included
EXT050,calibration,AI adoption,arXiv,2601.10258,10.48550/arXiv.2601.10258,https://arxiv.org/abs/2601.10258,Evolving with AI: A Longitudinal Analysis of Developer Logs,2026-01-15,Experimental,identifier_title_label_only,not_published_here,included
EXT051,test,AI adoption,arXiv,2509.13044,10.48550/arXiv.2509.13044,https://arxiv.org/abs/2509.13044,ORCA: A Comprehensive AI-Driven Platform for Digital Pathology Analysis and Biomarker Discovery,2025-09-16,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT052,test,AI adoption,arXiv,2512.02048,10.48550/arXiv.2512.02048,https://arxiv.org/abs/2512.02048,The Impact of Artificial Intelligence on Enterprise Decision-Making Process,2025-11-26,Experimental,identifier_title_label_only,not_published_here,included
EXT053,calibration,AI adoption,arXiv,2304.13081,10.48550/arXiv.2304.13081,https://arxiv.org/abs/2304.13081,Organizational Governance of Emerging Technologies: AI Adoption in Healthcare,2023-04-25,Case Study,identifier_title_label_only,not_published_here,included
EXT054,test,AI adoption,arXiv,2306.09145,10.48550/arXiv.2306.09145,https://arxiv.org/abs/2306.09145,"Artificial intelligence adoption in the physical sciences, natural sciences, life sciences, social sciences and the arts and humanities: A bibliometric analysis of research publications from 1960-2021",2023-06-15,Review,identifier_title_label_only,not_published_here,included
EXT055,test,AI adoption,arXiv,2411.09313,10.48550/arXiv.2411.09313,https://arxiv.org/abs/2411.09313,Socio-Economic Consequences of Generative AI: A Review of Methodological Approaches,2024-11-14,Review,identifier_title_label_only,not_published_here,included
EXT056,test,AI adoption,arXiv,2510.19743,10.48550/arXiv.2510.19743,https://arxiv.org/abs/2510.19743,Cultural Dimensions of Artificial Intelligence Adoption: Empirical Insights for Wave 1 from a Multinational Longitudinal Pilot Study,2025-10-22,Experimental,identifier_title_label_only,not_published_here,included
EXT057,calibration,AI adoption,arXiv,2504.04921,10.48550/arXiv.2504.04921,https://arxiv.org/abs/2504.04921,Expectations vs Reality -- A Secondary Study on AI Adoption in Software Testing,2025-04-07,Experimental,identifier_title_label_only,not_published_here,included
EXT058,calibration,AI adoption,arXiv,2512.06705,10.48550/arXiv.2512.06705,https://arxiv.org/abs/2512.06705,Academic journals' AI policies fail to curb the surge in AI-assisted academic writing,2025-12-07,Experimental,identifier_title_label_only,not_published_here,included
EXT059,test,AI adoption,arXiv,2609.18976,10.48550/arXiv.2609.18976,https://arxiv.org/abs/2609.18976,Global Reallocation of Capital in the Era of Geo-Economic Fragmentation and Artificial Intelligence,2026-07-16,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT060,test,AI adoption,arXiv,2505.02062,10.48550/arXiv.2505.02062,https://arxiv.org/abs/2505.02062,Ethical AI in the Healthcare Sector: Investigating Key Drivers of Adoption through the Multi-Dimensional Ethical AI Adoption Model (MEAAM),2025-05-04,Conceptual,identifier_title_label_only,not_published_here,included
EXT061,test,AI adoption,arXiv,2607.04543,10.48550/arXiv.2607.04543,https://arxiv.org/abs/2607.04543,Government AI Use as a Monitoring Primitive: A Public Document Pilot Study,2026-07-05,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT062,test,AI adoption,arXiv,2608.23906,10.48550/arXiv.2608.23906,https://arxiv.org/abs/2608.23906,Quantifying System-Level Harms from AI Adoption in Complex Sociotechnical Systems,2026-08-24,Design/Engineering,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT063,calibration,AI adoption,arXiv,2605.06033,10.48550/arXiv.2605.06033,https://arxiv.org/abs/2605.06033,"When AI Meets Science: Research Diversity, Interdisciplinarity, Visibility, and Retractions across Disciplines in a Global Surge",2026-05-07,Experimental,identifier_title_label_only,not_published_here,included
EXT064,test,AI adoption,arXiv,2508.20244,10.48550/arXiv.2508.20244,https://arxiv.org/abs/2508.20244,Do Students Rely on AI? Analysis of Student-ChatGPT Conversations from a Field Study,2025-08-27,Experimental,identifier_title_label_only,not_published_here,included
EXT065,calibration,AI adoption,arXiv,2603.19504,10.48550/arXiv.2603.19504,https://arxiv.org/abs/2603.19504,Beyond the Desk: Barriers and Future Opportunities for AI to Assist Scientists in Embodied Physical Tasks,2026-03-19,Case Study,identifier_title_label_only,not_published_here,included
EXT066,calibration,AI adoption,arXiv,2512.04339,10.48550/arXiv.2512.04339,https://arxiv.org/abs/2512.04339,A Conceptual Model for AI Adoption in Financial Decision-Making: Addressing the Unique Challenges of Small and Medium-Sized Enterprises,2025-12-03,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT067,test,AI adoption,arXiv,2508.00723,10.48550/arXiv.2508.00723,https://arxiv.org/abs/2508.00723,Why Do Decision Makers (Not) Use AI? A Cross-Domain Analysis of Factors Impacting AI Adoption,2025-08-01,Case Study,identifier_title_label_only,not_published_here,included
EXT068,test,AI adoption,arXiv,2605.00343,10.48550/arXiv.2605.00343,https://arxiv.org/abs/2605.00343,"AI Adoption Among Teachers: Insights on Concerns, Support, Confidence, and Attitudes",2026-05-01,Experimental,identifier_title_label_only,not_published_here,included
EXT069,calibration,AI adoption,arXiv,2606.26118,10.48550/arXiv.2606.26118,https://arxiv.org/abs/2606.26118,The Open Source Economic Index of AI Adoption and Capability,2026-05-23,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT070,test,AI adoption,arXiv,2509.05474,10.48550/arXiv.2509.05474,https://arxiv.org/abs/2509.05474,From Vision to Validation: A Theory- and Data-Driven Construction of a GCC-Specific AI Adoption Index,2025-09-05,Experimental,identifier_title_label_only,not_published_here,included
EXT071,test,AI adoption,arXiv,2405.13065,10.48550/arXiv.2405.13065,https://arxiv.org/abs/2405.13065,Exploring Teachers' Perception of Artificial Intelligence: The Socio-emotional Deficiency as Opportunities and Challenges in Human-AI Complementarity in K-12 Education,2024-05-20,Case Study,identifier_title_label_only,not_published_here,included
EXT072,calibration,AI adoption,arXiv,2604.27439,10.48550/arXiv.2604.27439,https://arxiv.org/abs/2604.27439,Sentiment Analysis of AI Adoption in Indonesian Higher Education Using Machine Learning and Transformer-Based Models,2026-04-30,Experimental,identifier_title_label_only,not_published_here,included
EXT073,test,AI adoption,arXiv,2511.11761,10.48550/arXiv.2511.11761,https://arxiv.org/abs/2511.11761,Cost Transparency of Enterprise AI Adoption,2025-11-14,Experimental,identifier_title_label_only,not_published_here,included
EXT074,test,AI adoption,arXiv,2606.05118,10.48550/arXiv.2606.05118,https://arxiv.org/abs/2606.05118,Does Artificial Intelligence Advance Science?,2026-06-03,Experimental,identifier_title_label_only,not_published_here,included
EXT075,calibration,AI adoption,arXiv,2505.15466,10.48550/arXiv.2505.15466,https://arxiv.org/abs/2505.15466,A Participatory Strategy for AI Ethics in Education and Rehabilitation grounded in the Capability Approach,2025-05-21,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT076,test,AI adoption,arXiv,2605.01189,10.48550/arXiv.2605.01189,https://arxiv.org/abs/2605.01189,NEURON: A Neuro-symbolic System for Grounded Clinical Explainability,2026-05-02,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT077,calibration,AI adoption,arXiv,2209.04987,10.48550/arXiv.2209.04987,https://arxiv.org/abs/2209.04987,Embracing AI in 5G-Advanced Towards 6G: A Joint 3GPP and O-RAN Perspective,2022-09-12,Case Study,identifier_title_label_only,not_published_here,included
EXT078,test,AI adoption,arXiv,2408.17268,10.48550/arXiv.2408.17268,https://arxiv.org/abs/2408.17268,Predicting the Impact of Generative AI Using an Agent-Based Model,2024-08-30,Conceptual,identifier_title_label_only,not_published_here,included
EXT079,test,AI adoption,arXiv,2608.15181,10.48550/arXiv.2608.15181,https://arxiv.org/abs/2608.15181,Insurance as AI Risk Infrastructure: A Generative-Agent Simulation of AI Adoption,2026-08-15,Design/Engineering,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT080,calibration,AI adoption,arXiv,2410.19915,10.48550/arXiv.2410.19915,https://arxiv.org/abs/2410.19915,AI-Driven Scenarios for Urban Mobility: Quantifying the Role of ODE Models and Scenario Planning in Reducing Traffic Congestion,2024-10-25,Experimental,identifier_title_label_only,not_published_here,included
EXT081,test,AI adoption,arXiv,2608.12236,10.48550/arXiv.2608.12236,https://arxiv.org/abs/2608.12236,How Organizations Use AI: Evidence from ChatGPT,2026-08-12,Case Study,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT082,test,AI adoption,arXiv,2310.07219,10.48550/arXiv.2310.07219,https://arxiv.org/abs/2310.07219,Improved Membership Inference Attacks Against Language Classification Models,2023-10-11,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT083,calibration,AI adoption,arXiv,2512.19644,10.48550/arXiv.2512.19644,https://arxiv.org/abs/2512.19644,A survey of generative AI adoption and perceived productivity among scientists who program,2025-12-22,Review,identifier_title_label_only,not_published_here,included
EXT084,test,AI adoption,arXiv,2310.05985,10.48550/arXiv.2310.05985,https://arxiv.org/abs/2310.05985,Does Artificial Intelligence benefit UK businesses? An empirical study of the impact of AI on productivity,2023-10-06,Experimental,identifier_title_label_only,not_published_here,included
EXT085,calibration,AI adoption,arXiv,2504.12529,10.48550/arXiv.2504.12529,https://arxiv.org/abs/2504.12529,Is Trust Correlated With Explainability in AI? A Meta-Analysis,2025-04-16,Review,identifier_title_label_only,not_published_here,included
EXT086,test,AI adoption,arXiv,2608.05418,10.48550/arXiv.2608.05418,https://arxiv.org/abs/2608.05418,Negotiating Risk Boundaries in AI for Policing Through Mixed-Stakeholder Deliberation,2026-08-05,Design/Engineering,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT087,test,AI adoption,arXiv,2512.05533,10.48550/arXiv.2512.05533,https://arxiv.org/abs/2512.05533,From Challenge to Change: Design Principles for AI Transformations,2025-12-05,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT088,test,AI adoption,arXiv,2603.05848,10.48550/arXiv.2603.05848,https://arxiv.org/abs/2603.05848,The Values of Value in AI Adoption: Rethinking Efficiency in UX Designers' Workplaces,2026-03-06,Experimental,identifier_title_label_only,not_published_here,included
EXT089,test,AI adoption,arXiv,2604.03272,10.48550/arXiv.2604.03272,https://arxiv.org/abs/2604.03272,"Artificial Intelligence and Systemic Risk: A Unified Model of Performative Prediction, Algorithmic Herding, and Cognitive Dependency in Financial Markets",2026-03-23,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT090,test,Computing education,arXiv,2509.20514,10.48550/arXiv.2509.20514,https://arxiv.org/abs/2509.20514,Pedagogically Motivated and Composable Open-Source RISC-V Processors for Computer Science Education,2025-09-24,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT091,calibration,Computing education,arXiv,2407.21152,10.48550/arXiv.2407.21152,https://arxiv.org/abs/2407.21152,WIP: An Engaging Undergraduate Intro to Model Checking in Software Engineering Using TLA+,2024-07-30,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT092,calibration,Computing education,arXiv,2103.09048,10.48550/arXiv.2103.09048,https://arxiv.org/abs/2103.09048,Who does what? Work division and allocation strategies of computer science student teams,2021-03-04,Case Study,identifier_title_label_only,not_published_here,included
EXT093,test,Computing education,arXiv,2411.05012,10.48550/arXiv.2411.05012,https://arxiv.org/abs/2411.05012,Evaluating 21st Century Skills Development through Makerspace Workshops in Computer Science Education,2024-10-23,Experimental,identifier_title_label_only,not_published_here,included
EXT094,test,Computing education,arXiv,2203.03716,10.48550/arXiv.2203.03716,https://arxiv.org/abs/2203.03716,GPT-based Open-Ended Knowledge Tracing,2022-02-21,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT095,test,Computing education,arXiv,2412.14732,10.48550/arXiv.2412.14732,https://arxiv.org/abs/2412.14732,"Beyond the Hype: A Comprehensive Review of Current Trends in Generative AI Research, Teaching Practices, and Tools",2024-12-19,Review,identifier_title_label_only,not_published_here,included
EXT096,test,Computing education,arXiv,2511.06362,10.48550/arXiv.2511.06362,https://arxiv.org/abs/2511.06362,Understanding Student Interaction with AI-Powered Next-Step Hints: Strategies and Challenges,2025-11-09,Experimental,identifier_title_label_only,not_published_here,included
EXT097,calibration,Computing education,arXiv,2509.21972,10.48550/arXiv.2509.21972,https://arxiv.org/abs/2509.21972,From Superficial Outputs to Superficial Learning: Risks of Large Language Models in Education,2025-09-26,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT098,test,Computing education,arXiv,2510.03998,10.48550/arXiv.2510.03998,https://arxiv.org/abs/2510.03998,TRACE: AI-Assisted Assessment of Collaborative Projects in Computer Science Education,2025-10-05,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT099,test,Computing education,arXiv,2605.21776,10.48550/arXiv.2605.21776,https://arxiv.org/abs/2605.21776,PromptNCE: Conditional Probabilities and PMI Using Only LLMs and Contrastive Estimation Prompts,2026-05-20,Case Study,identifier_title_label_only,not_published_here,included
EXT100,test,Computing education,arXiv,2603.28317,10.48550/arXiv.2603.28317,https://arxiv.org/abs/2603.28317,Mapping data literacy trajectories in K-12 education,2026-03-30,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT101,calibration,Computing education,arXiv,2002.02770,10.48550/arXiv.2002.02770,https://arxiv.org/abs/2002.02770,A Survey on Causal Inference,2020-02-05,Review,identifier_title_label_only,not_published_here,included
EXT102,test,Computing education,arXiv,2507.11543,10.48550/arXiv.2507.11543,https://arxiv.org/abs/2507.11543,"A Review of Generative AI in Computer Science Education: Challenges and Opportunities in Accuracy, Authenticity, and Assessment",2025-06-17,Review,identifier_title_label_only,not_published_here,included
EXT103,test,Computing education,arXiv,2512.00012,10.48550/arXiv.2512.00012,https://arxiv.org/abs/2512.00012,Closing the Block-to-Text Gap: A Domain-Specific JavaScript Editor for Early Computational Thinking,2025-10-15,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT104,test,Computing education,arXiv,2407.10246,10.48550/arXiv.2407.10246,https://arxiv.org/abs/2407.10246,CourseAssist: Pedagogically Appropriate AI Tutor for Computer Science Education,2024-05-01,Case Study,identifier_title_label_only,not_published_here,included
EXT105,test,Computing education,arXiv,2403.19560,10.48550/arXiv.2403.19560,https://arxiv.org/abs/2403.19560,Exploring Communication Dynamics: Eye-tracking Analysis in Pair Programming of Computer Science Education,2024-03-28,Experimental,identifier_title_label_only,not_published_here,included
EXT106,test,Computing education,arXiv,2306.03289,10.48550/arXiv.2306.03289,https://arxiv.org/abs/2306.03289,"Exploring the Role of AI Assistants in Computer Science Education: Methods, Implications, and Instructor Perspectives",2023-06-05,Case Study,identifier_title_label_only,not_published_here,included
EXT107,calibration,Computing education,arXiv,2107.14035,10.48550/arXiv.2107.14035,https://arxiv.org/abs/2107.14035,ProtoTransformer: A Meta-Learning Approach to Providing Student Feedback,2021-07-23,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT108,test,Computing education,arXiv,2305.02230,10.48550/arXiv.2305.02230,https://arxiv.org/abs/2305.02230,Can ChatGPT Pass An Introductory Level Functional Language Programming Course?,2023-04-29,Experimental,identifier_title_label_only,not_published_here,included
EXT109,calibration,Computing education,arXiv,1809.01357,10.48550/arXiv.1809.01357,https://arxiv.org/abs/1809.01357,Zero Shot Learning for Code Education: Rubric Sampling with Deep Learning Inference,2018-09-05,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT110,test,Computing education,arXiv,2508.06572,10.48550/arXiv.2508.06572,https://arxiv.org/abs/2508.06572,Teaching Introduction to Programming in the times of AI: A case study of a course re-design,2025-08-07,Case Study,identifier_title_label_only,not_published_here,included
EXT111,calibration,Computing education,arXiv,2601.06633,10.48550/arXiv.2601.06633,https://arxiv.org/abs/2601.06633,KASER: Knowledge-Aligned Student Error Simulator for Open-Ended Coding Tasks,2026-01-10,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT112,calibration,Computing education,arXiv,2504.09779,10.48550/arXiv.2504.09779,https://arxiv.org/abs/2504.09779,"""All Roads Lead to ChatGPT"": How Generative AI is Eroding Social Interactions and Student Learning Communities",2025-04-14,Experimental,identifier_title_label_only,not_published_here,included
EXT113,calibration,Computing education,arXiv,2506.10781,10.48550/arXiv.2506.10781,https://arxiv.org/abs/2506.10781,Hazel Deriver: A Live Editor for Constructing Rule-Based Derivations,2025-06-12,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT114,test,Computing education,arXiv,2505.08119,10.48550/arXiv.2505.08119,https://arxiv.org/abs/2505.08119,Will Your Next Pair Programming Partner Be Human? An Empirical Evaluation of Generative AI as a Collaborative Teammate in a Semester-Long Classroom Setting,2025-05-12,Experimental,identifier_title_label_only,not_published_here,included
EXT115,calibration,Computing education,arXiv,2308.03992,10.48550/arXiv.2308.03992,https://arxiv.org/abs/2308.03992,AI Chatbots as Multi-Role Pedagogical Agents: Transforming Engagement in CS Education,2023-08-08,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT116,test,Computing education,arXiv,2401.00610,10.48550/arXiv.2401.00610,https://arxiv.org/abs/2401.00610,A High School Camp on Algorithms and Coding in Jamaica,2023-12-31,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT117,test,Computing education,arXiv,2109.13283,10.48550/arXiv.2109.13283,https://arxiv.org/abs/2109.13283,CS Education for the Socially-Just Worlds We Need: The Case for Justice-Centered Approaches to CS in Higher Education,2021-09-27,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT118,test,Computing education,arXiv,2609.14572,10.48550/arXiv.2609.14572,https://arxiv.org/abs/2609.14572,AlgoRAG: Retrieval-Augmented Generation for Theoretical Computer Science Education -- A Comprehensive Evaluation Framework for Algorithm Analysis and Complexity Theory,2026-09-13,Design/Engineering,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT119,test,Computing education,arXiv,2608.06572,10.48550/arXiv.2608.06572,https://arxiv.org/abs/2608.06572,Accelerating Accurate Assignment Authoring Using Solution-Generated Autograders,2026-08-06,Design/Engineering,excluded_from_confirmatory_analysis,recorded_retrieval_preceded_publication,excluded
EXT120,calibration,Computing education,arXiv,2407.11994,10.48550/arXiv.2407.11994,https://arxiv.org/abs/2407.11994,Evaluating Contextually Personalized Programming Exercises Created with Generative AI,2024-06-11,Experimental,identifier_title_label_only,not_published_here,included
EXT121,calibration,Computing education,arXiv,2607.09919,10.48550/arXiv.2607.09919,https://arxiv.org/abs/2607.09919,When LLM Tutoring Responses Work: Evidence from Student Programming Conversations,2026-07-10,Case Study,identifier_title_label_only,not_published_here,included
EXT122,test,Computing education,arXiv,2502.10408,10.48550/arXiv.2502.10408,https://arxiv.org/abs/2502.10408,Knowledge Tracing in Programming Education Integrating Students' Questions,2025-01-22,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT123,test,Computing education,arXiv,2106.11032,10.48550/arXiv.2106.11032,https://arxiv.org/abs/2106.11032,Proof Blocks: Autogradable Scaffolding Activities for Learning to Write Proofs,2021-06-07,Conceptual,identifier_title_label_only,not_published_here,included
EXT124,test,Computing education,arXiv,2410.17260,10.48550/arXiv.2410.17260,https://arxiv.org/abs/2410.17260,Evaluation of Systems Programming Exercises through Tailored Static Analysis,2024-10-06,Experimental,identifier_title_label_only,not_published_here,included
EXT125,test,Computing education,arXiv,2604.27230,10.48550/arXiv.2604.27230,https://arxiv.org/abs/2604.27230,Now's the Time: Computer Science Must Evolve to Emphasize Software and Systems Engineering with Artificial Intelligence (AI),2026-04-29,Conceptual,identifier_title_label_only,not_published_here,included
EXT126,test,Computing education,arXiv,2505.20158,10.48550/arXiv.2505.20158,https://arxiv.org/abs/2505.20158,Evaluating Software Plagiarism Detection in the Age of AI: Automated Obfuscation and Lessons for Academic Integrity,2025-05-26,Experimental,identifier_title_label_only,not_published_here,included
EXT127,calibration,Computing education,arXiv,2412.11046,10.48550/arXiv.2412.11046,https://arxiv.org/abs/2412.11046,Managing Project Teams in an Online Class of 1000+ Students,2024-12-15,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT128,test,Computing education,arXiv,2208.05090,10.48550/arXiv.2208.05090,https://arxiv.org/abs/2208.05090,Increasing Students' Engagement to Reminder Emails Through Multi-Armed Bandits,2022-08-10,Experimental,identifier_title_label_only,not_published_here,included
EXT129,calibration,Computing education,arXiv,1909.04556,10.48550/arXiv.1909.04556,https://arxiv.org/abs/1909.04556,Human Languages in Source Code: Auto-Translation for Localized Instruction,2019-09-10,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT130,test,Computing education,arXiv,2607.08009,10.48550/arXiv.2607.08009,https://arxiv.org/abs/2607.08009,From Execution to Education: A Bloom-Aligned Framework for Measuring Educational Control in LLMs,2026-07-09,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT131,calibration,Computing education,arXiv,2208.05453,10.48550/arXiv.2208.05453,https://arxiv.org/abs/2208.05453,The Effectiveness of Embedded Values Analysis Modules in Computer Science Education: An Empirical Study,2022-08-10,Experimental,identifier_title_label_only,not_published_here,included
EXT132,test,Computing education,arXiv,2605.05836,10.48550/arXiv.2605.05836,https://arxiv.org/abs/2605.05836,Can providing feedback on gaze and mental-effort synchrony improve pair programming performance?,2026-05-07,Conceptual,identifier_title_label_only,not_published_here,included
EXT133,test,Computing education,arXiv,1901.01465,10.48550/arXiv.1901.01465,https://arxiv.org/abs/1901.01465,"Subgoals, Problem Solving Phases, and Sources of Knowledge: A Complex Mangle",2019-01-05,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT134,test,Computing education,arXiv,2410.08899,10.48550/arXiv.2410.08899,https://arxiv.org/abs/2410.08899,Utilizing ChatGPT in a Data Structures and Algorithms Course: A Teaching Assistant's Perspective,2024-10-11,Experimental,identifier_title_label_only,not_published_here,included
EXT135,test,Computing education,arXiv,2606.28882,10.48550/arXiv.2606.28882,https://arxiv.org/abs/2606.28882,Exploring the Value of Diverse LLM Explanations in Introductory Programming,2026-06-27,Experimental,identifier_title_label_only,not_published_here,included
EXT136,test,Computing education,arXiv,2303.05953,10.48550/arXiv.2303.05953,https://arxiv.org/abs/2303.05953,LGBTQIA+ (In)Visibility in Computer Science and Software Engineering Education,2023-03-10,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT137,test,Computing education,arXiv,2411.05588,10.48550/arXiv.2411.05588,https://arxiv.org/abs/2411.05588,An Evidence-Based Curriculum Initiative for Hardware Reverse Engineering Education,2024-11-08,Experimental,identifier_title_label_only,not_published_here,included
EXT138,calibration,Computing education,arXiv,2405.00750,10.48550/arXiv.2405.00750,https://arxiv.org/abs/2405.00750,From Keyboard to Chatbot: An AI-powered Integration Platform with Large-Language Models for Teaching Computational Thinking for Young Children,2024-05-01,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT139,test,Computing education,arXiv,2403.14638,10.48550/arXiv.2403.14638,https://arxiv.org/abs/2403.14638,Personalized Programming Guidance based on Deep Programming Learning Style Capturing,2024-02-20,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT140,calibration,Computing education,arXiv,2506.19107,10.48550/arXiv.2506.19107,https://arxiv.org/abs/2506.19107,Improving Student-AI Interaction Through Pedagogical Prompting: An Example in Computer Science Education,2025-06-23,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT141,test,Computing education,arXiv,2310.03210,10.48550/arXiv.2310.03210,https://arxiv.org/abs/2310.03210,Can Language Models Employ the Socratic Method? Experiments with Code Debugging,2023-10-04,Design/Engineering,identifier_title_label_only,not_published_here,included
EXT142,test,Computing education,arXiv,2107.01984,10.48550/arXiv.2107.01984,https://arxiv.org/abs/2107.01984,A Systematic Literature Review of Empiricism and Norms of Reporting in Computing Education Research Literature,2021-07-02,Review,identifier_title_label_only,not_published_here,included
